                 Decay                   Y(i)      E(i)     Delta(i)
Nuclide  T1/2    Mode       Auger Line  (/nt)      (MeV)    Gy kg/nt
--------------------------------------------------------------------
                            CK OOX     2.78E-03  4.217E-05  1.88E-20
                            Auger OXY  3.93E-06  1.088E-04  6.85E-23
                                                      Total 1.62E-18
Tl-207  4.77 m B+           Auger KLL  1.37E-06  5.875E-02  1.29E-20
                            Auger KLX  7.50E-07  7.071E-02  8.50E-21
                            Auger KXY  9.89E-08  8.268E-02  1.31E-21
                            CK LLX     9.86E-06  9.720E-04  1.54E-21
                            Auger LMM  2.33E-05  8.035E-03  3.00E-20
                            Auger LMX  1.03E-05  1.041E-02  1.72E-20
                            Auger LXY  1.09E-06  1.281E-02  2.24E-21
                            CK MMX     3.25E-05  4.210E-04  2.19E-21
                            Auger MNN  7.85E-05  1.910E-03  2.40E-20
                            Auger MNX  9.78E-06  2.170E-03  3.40E-21
                            Auger MXY  4.95E-07  2.560E-03  2.03E-22
                            CK NNX     1.47E-04  1.738E-04  4.09E-21
                            Auger NXY  2.79E-04  8.222E-05  3.67E-21
                            CK OOX     1.93E-04  4.217E-05  1.31E-21
                            Auger OXY  2.73E-07  1.089E-04  4.77E-24
                                                      Total 1.13E-19
Tl-208  3.053 m B+          Auger KLL  1.92E-03  5.875E-02  1.81E-17
                            Auger KLX  1.05E-03  7.071E-02  1.19E-17
                            Auger KXY  1.39E-04  8.268E-02  1.84E-18
                            CK LLX     1.39E-02  9.802E-04  2.19E-18
                            Auger LMM  3.33E-02  8.046E-03  4.29E-17
                            Auger LMX  1.47E-02  1.042E-02  2.46E-17
                            Auger LXY  1.56E-03  1.282E-02  3.20E-18
                            CK MMX     4.64E-02  4.217E-04  3.14E-18
                            Auger MNN  1.12E-01  1.910E-03  3.43E-17
                            Auger MNX  1.40E-02  2.171E-03  4.86E-18
                            Auger MXY  7.08E-04  2.561E-03  2.90E-19
                            CK NNX     2.10E-01  1.738E-04  5.85E-18
                            Auger NXY  3.98E-01  8.224E-05  5.25E-18
                            CK OOX     2.76E-01  4.218E-05  1.87E-18
                            Auger OXY  3.91E-04  1.089E-04  6.81E-21
                                                      Total 1.60E-16
Tl-209  2.161 m B+          Auger KLL  5.38E-03  5.875E-02  5.06E-17
                            Auger KLX  2.94E-03  7.071E-02  3.33E-17
                            Auger KXY  3.88E-04  8.268E-02  5.14E-18
                            CK LLX     3.38E-02  1.032E-03  5.58E-18
                            Auger LMM  9.52E-02  8.047E-03  1.23E-16
                            Auger LMX  4.21E-02  1.042E-02  7.03E-17
                            Auger LXY  4.46E-03  1.282E-02  9.16E-18
                            CK MMX     1.31E-01  4.209E-04  8.81E-18
                            Auger MNN  3.17E-01  1.911E-03  9.72E-17
                            Auger MNX  3.96E-02  2.171E-03  1.38E-17
                            Auger MXY  2.01E-03  2.561E-03  8.23E-19
                            CK NNX     5.94E-01  1.738E-04  1.65E-17
                            Auger NXY  1.13E+00  8.218E-05  1.48E-17
                            CK OOX     7.81E-01  4.218E-05  5.28E-18
                            Auger OXY  1.10E-03  1.088E-04  1.92E-20
                                                      Total 4.54E-16
Tl-210  1.3 m B+            Auger KLL  2.05E-03  5.875E-02  1.93E-17
                            Auger KLX  1.12E-03  7.071E-02  1.27E-17
                            Auger KXY  1.48E-04  8.268E-02  1.96E-18
                            CK LLX     4.74E-02  1.395E-03  1.06E-17
                            Auger LMM  2.08E-01  8.246E-03  2.74E-16
                            Auger LMX  9.22E-02  1.063E-02  1.57E-16
                            Auger LXY  9.80E-03  1.305E-02  2.05E-17
                            CK MMX     3.02E-01  4.329E-04  2.09E-17
                            Auger MNN  6.99E-01  1.921E-03  2.15E-16
                            Auger MNX  8.77E-02  2.186E-03  3.07E-17
                            Auger MXY  4.46E-03  2.579E-03  1.84E-18
                            CK NNX     1.34E+00  1.746E-04  3.76E-17
                            Auger NXY  2.52E+00  8.254E-05  3.34E-17
                            CK OOX     1.75E+00  4.226E-05  1.19E-17
                            Auger OXY  2.45E-03  1.087E-04  4.27E-20
                                                      Total 8.48E-16
Pb-201  9.33 h EC B-        Auger KLL  2.24E-02  5.722E-02  2.05E-16
                            Auger KLX  1.22E-02  6.881E-02  1.34E-16
                            Auger KXY  1.60E-03  8.040E-02  2.06E-17
                            CK LLX     1.84E-01  8.869E-04  2.61E-17
                            Auger LMM  4.01E-01  7.844E-03  5.03E-16
                            Auger LMX  1.74E-01  1.014E-02  2.83E-16
                            Auger LXY  1.82E-02  1.245E-02  3.64E-17
                            CK MMX     5.61E-01  4.178E-04  3.76E-17
                            Auger MNN  1.35E+00  1.859E-03  4.03E-16
                            Auger MNX  1.59E-01  2.104E-03  5.36E-17
                            Auger MXY  7.95E-03  2.476E-03  3.16E-18
                            CK NNX     2.57E+00  1.745E-04  7.18E-17
                            Auger NXY  4.90E+00  7.577E-05  5.95E-17
                            CK OOX     3.28E+00  4.301E-05  2.26E-17
                            Auger OXY  3.00E-03  9.851E-05  4.73E-20
                                                      Total 1.86E-15
Pb-201m 61 s IT             Auger KLL  7.40E-03  5.875E-02  6.97E-17
                            Auger KLX  4.05E-03  7.071E-02  4.59E-17
                            Auger KXY  5.34E-04  8.268E-02  7.07E-18
                            CK LLX     7.59E-02  9.313E-04  1.13E-17
                            Auger LMM  1.50E-01  8.044E-03  1.94E-16
                            Auger LMX  6.64E-02  1.042E-02  1.11E-16
                            Auger LXY  7.04E-03  1.282E-02  1.45E-17
                            CK MMX     2.18E-01  4.231E-04  1.48E-17
                            Auger MNN  5.17E-01  1.910E-03  1.58E-16
                            Auger MNX  6.44E-02  2.171E-03  2.24E-17
                            Auger MXY  3.26E-03  2.561E-03  1.34E-18
                            CK NNX     9.70E-01  1.738E-04  2.70E-17
                            Auger NXY  1.84E+00  8.235E-05  2.43E-17
                            CK OOX     1.28E+00  4.217E-05  8.64E-18
                            Auger OXY  1.81E-03  1.090E-04  3.17E-20
                                                      Total 7.09E-16
Pb-203  51.873 h EC         Auger KLL  2.23E-02  5.722E-02  2.05E-16
                            Auger KLX  1.21E-02  6.881E-02  1.34E-16
                            Auger KXY  1.59E-03  8.040E-02  2.05E-17
                            CK LLX     1.89E-01  8.845E-04  2.67E-17
                            Auger LMM  4.05E-01  7.847E-03  5.09E-16
                            Auger LMX  1.76E-01  1.014E-02  2.86E-16
                            Auger LXY  1.84E-02  1.246E-02  3.68E-17
                            CK MMX     5.69E-01  4.181E-04  3.82E-17
                            Auger MNN  1.37E+00  1.859E-03  4.08E-16
                            Auger MNX  1.61E-01  2.104E-03  5.43E-17
                            Auger MXY  8.06E-03  2.476E-03  3.20E-18
                            CK NNX     2.60E+00  1.745E-04  7.27E-17
                            Auger NXY  4.96E+00  7.579E-05  6.03E-17
                            CK OOX     3.33E+00  4.301E-05  2.29E-17
                            Auger OXY  3.04E-03  9.852E-05  4.80E-20
                                                      Total 1.88E-15
Pb-204m 67.2 m IT           Auger KLL  2.35E-03  5.875E-02  2.22E-17
                            Auger KLX  1.29E-03  7.071E-02  1.46E-17
                            Auger KXY  1.70E-04  8.268E-02  2.25E-18
                            CK LLX     2.26E-02  1.039E-03  3.77E-18
                            Auger LMM  5.28E-02  8.182E-03  6.92E-17
                            Auger LMX  2.34E-02  1.057E-02  3.96E-17
                            Auger LXY  2.49E-03  1.298E-02  5.17E-18
                            CK MMX     7.00E-02  4.247E-04  4.76E-18
                            Auger MNN  1.75E-01  1.913E-03  5.36E-17
                            Auger MNX  2.18E-02  2.172E-03  7.58E-18
                            Auger MXY  1.10E-03  2.561E-03  4.52E-19
                            CK NNX     3.27E-01  1.740E-04  9.11E-18
                            Auger NXY  6.20E-01  8.220E-05  8.17E-18
                            CK OOX     4.28E-01  4.221E-05  2.90E-18
                            Auger OXY  6.03E-04  1.088E-04  1.05E-20
                                                      Total 2.43E-16
Pb-210  22.2 y B+ A         CK LLX     4.26E-01  8.425E-04  5.75E-17
                            Auger LMM  2.52E-01  8.339E-03  3.37E-16
                            Auger LMX  1.13E-01  1.082E-02  1.97E-16
                            Auger LXY  1.22E-02  1.335E-02  2.62E-17
                            CK MMX     4.93E-01  4.434E-04  3.50E-17
                            Auger MNN  1.05E+00  1.959E-03  3.30E-16
                            Auger MNX  1.38E-01  2.235E-03  4.93E-17
                            Auger MXY  7.04E-03  2.645E-03  2.98E-18
                            CK NNX     1.98E+00  1.742E-04  5.52E-17
                            Auger NXY  3.74E+00  9.053E-05  5.43E-17
                            CK OOX     2.76E+00  4.070E-05  1.80E-17
                            Auger OXY  5.69E-03  1.183E-04  1.08E-19
                                                      Total 1.16E-15
Pb-211  36.1 m B+           Auger KLL  2.00E-04  6.030E-02  1.93E-18
                            Auger KLX  1.10E-04  7.265E-02  1.28E-18
                            Auger KXY  1.46E-05  8.501E-02  1.99E-19
                            CK LLX     4.40E-03  9.232E-04  6.51E-19
                            Auger LMM  5.46E-03  8.291E-03  7.25E-18
                            Auger LMX  2.46E-03  1.076E-02  4.24E-18
                            Auger LXY  2.64E-04  1.326E-02  5.62E-19
                            CK MMX     8.71E-03  4.333E-04  6.04E-19
                            Auger MNN  1.99E-02  1.962E-03  6.25E-18
                            Auger MNX  2.61E-03  2.238E-03  9.36E-19
                            Auger MXY  1.34E-04  2.648E-03  5.67E-20
                            CK NNX     3.72E-02  1.739E-04  1.04E-18
                            Auger NXY  6.99E-02  8.983E-05  1.01E-18
                            CK OOX     5.13E-02  4.073E-05  3.35E-19
                            Auger OXY  1.04E-04  1.177E-04  1.96E-21
                                                      Total 2.63E-17
Pb-212  10.64 h B+          Auger KLL  8.78E-03  6.030E-02  8.49E-17
                            Auger KLX  4.83E-03  7.265E-02  5.62E-17
                            Auger KXY  6.40E-04  8.501E-02  8.71E-18
                            CK LLX     6.53E-02  1.038E-03  1.08E-17
                            Auger LMM  1.49E-01  8.239E-03  1.97E-16
                            Auger LMX  6.70E-02  1.070E-02  1.15E-16
                            Auger LXY  7.20E-03  1.319E-02  1.52E-17
                            CK MMX     2.12E-01  4.252E-04  1.45E-17
                            Auger MNN  5.07E-01  1.962E-03  1.59E-16
                            Auger MNX  6.66E-02  2.238E-03  2.39E-17
                            Auger MXY  3.42E-03  2.647E-03  1.45E-18
                            CK NNX     9.42E-01  1.736E-04  2.62E-17
                            Auger NXY  1.77E+00  8.939E-05  2.53E-17
                            CK OOX     1.29E+00  4.073E-05  8.45E-18
                            Auger OXY  2.59E-03  1.174E-04  4.87E-20
                                                      Total 7.47E-16
Pb-214  26.8 m B+           Auger KLL  5.47E-03  6.030E-02  5.28E-17
                            Auger KLX  3.00E-03  7.265E-02  3.50E-17
                            Auger KXY  3.98E-04  8.501E-02  5.42E-18
                            CK LLX     1.21E-01  9.091E-04  1.77E-17
                            Auger LMM  1.42E-01  8.275E-03  1.88E-16
                            Auger LMX  6.37E-02  1.074E-02  1.10E-16
                            Auger LXY  6.85E-03  1.325E-02  1.45E-17
